pool_rank,trade_date,symbol,name,close,price_factor_score,action,target_weight,recommendation_tier,confidence,model_version,risk_flags,reason,review_required,amount,amount_yi,pct_change,intraday_position_pct,amplitude_pct_display,gap_pct_display,alpha_score,liquidity_capacity_score,risk_control_score,crowding_penalty,momentum_score,liquidity_score,capacity_score,close_position_score,stability_score,tradability_score,reversal_risk_score,board,source_time
2347,2026-06-14,002968,新大正,9.55,51.77,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.8；Alpha 51.3 / 流动性 4.2 / 风控 92.8；涨跌幅 1.38%；成交额 0.25亿；日内收盘位置 84%；振幅 4.03%；拥挤扣分 0.6；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,25070578.0,0.25,1.38,84.2,4.03,0.53,51.34,4.25,92.75,0.5790387955993173,0.08444444444444442,0.06152380952380952,0.007163022285714285,0.8421052631578977,0.8385294446306861,1.0,0.9684210526315795,main,15:00:00
2348,2026-06-14,300892,品渥食品,22.0,51.77,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.8；Alpha 50.5 / 流动性 6.4 / 风控 91.9；涨跌幅 1.66%；成交额 0.30亿；日内收盘位置 73%；振幅 4.11%；拥挤扣分 0.5；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,30367193.0,0.3,1.664,73.0,4.11,-0.46,50.52,6.37,91.86,0.5041169551335976,0.14755555555555555,0.09333333333333334,0.008676340857142856,0.7303370786516863,0.8302364043194879,1.0,0.9460674157303373,chinext,15:35:45
2349,2026-06-14,603213,镇洋发展,14.75,51.75,watch,0.0,watch_candidate,low,institutional_score_v3,negative_intraday_return|alpha_score_gate,机构评分 51.8；Alpha 36.1 / 流动性 25.4 / 风控 95.7；涨跌幅 -1.21%；成交额 0.94亿；日内收盘位置 52%；振幅 2.95%；拥挤扣分 0.7；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,94123572.0,0.94,-1.206,52.3,2.95,-0.6,36.1,25.44,95.73,0.6576143213785592,0.0,0.3769523809523809,0.02689244914285714,0.5227272727272722,0.9529382733457883,1.0,0.9045454545454544,main,15:00:01
2350,2026-06-14,600228,返利科技,7.48,51.75,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.8；Alpha 42.4 / 流动性 47.5 / 风控 70.6；涨跌幅 0.40%；成交额 3.26亿；日内收盘位置 74%；振幅 8.19%；拥挤扣分 1.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,326305502.0,3.26,0.403,73.8,8.19,0.94,42.4,47.54,70.64,1.0250152532031542,0.0,0.6811428571428572,0.09323014342857143,0.7377049180327878,0.40127163546450106,1.0,0.7834470238750145,main,15:00:03
2351,2026-06-14,002629,仁智股份,4.96,51.75,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.8；Alpha 43.8 / 流动性 24.1 / 风控 90.2；涨跌幅 1.43%；成交额 0.87亿；日内收盘位置 73%；振幅 4.50%；拥挤扣分 1.8；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,87474577.0,0.87,1.431,72.7,4.5,1.64,43.82,24.08,90.22,1.784718349135533,0.0957777777777778,0.35695238095238097,0.024992736285714284,0.7272727272727287,0.789581315251319,1.0,0.9454545454545458,main,15:00:00
2352,2026-06-14,000988,华工科技,151.01,51.74,watch,0.0,watch_candidate,low,institutional_score_v3,weak_close_position|alpha_score_gate,机构评分 51.7；Alpha 8.5 / 流动性 99.5 / 风控 80.5；涨跌幅 0.51%；成交额 95.98亿；日内收盘位置 0%；振幅 3.04%；拥挤扣分 3.5；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,9597729331.0,95.98,0.506,0.0,3.04,3.17,8.48,99.54,80.47,3.456058085009837,0.0,0.9929523809523809,1.0,0.0,0.9429897539189056,0.65,0.8,main,15:00:00
2353,2026-06-14,605318,法狮龙,130.01,51.73,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.7；Alpha 41.0 / 流动性 67.8 / 风控 60.9；涨跌幅 2.38%；成交额 10.88亿；日内收盘位置 46%；振幅 9.55%；拥挤扣分 2.6；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,1088119319.0,10.88,2.378,45.7,9.55,2.41,41.0,67.85,60.93,2.6286966046002274,0.30622222222222223,0.8763809523809524,0.31089123399999996,0.4567188788128602,0.25769123967490204,1.0,0.6249487840309398,main,15:00:01
2354,2026-06-14,301175,中科环保,5.27,51.73,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.7；Alpha 37.1 / 流动性 22.7 / 风控 97.7；涨跌幅 1.15%；成交额 0.82亿；日内收盘位置 55%；振幅 2.11%；拥挤扣分 1.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,82011194.0,0.82,1.152,54.5,2.11,0.96,37.12,22.73,97.73,1.0469377072064259,0.03377777777777776,0.33714285714285713,0.023431769714285716,0.5454545454545403,1.0,1.0,0.9090909090909081,chinext,15:35:30
2355,2026-06-14,300824,北鼎股份,8.15,51.72,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.7；Alpha 44.4 / 流动性 6.9 / 风控 98.6；涨跌幅 0.62%；成交额 0.32亿；日内收盘位置 72%；振幅 2.22%；拥挤扣分 0.3；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,31708884.0,0.32,0.617,72.2,2.22,0.25,44.38,6.9,98.61,0.26936026936026547,0.0,0.10133333333333333,0.009059681142857143,0.7222222222222276,1.0,1.0,0.9444444444444455,chinext,15:35:00
2356,2026-06-14,603590,康辰药业,29.93,51.7,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.7；Alpha 42.0 / 流动性 23.4 / 风控 94.2；涨跌幅 1.63%；成交额 0.84亿；日内收盘位置 66%；振幅 3.46%；拥挤扣分 2.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,84265607.0,0.84,1.63,65.7,3.46,2.0,42.01,23.4,94.23,2.18552245716932,0.13999999999999999,0.34704761904761905,0.024075887714285715,0.6568627450980377,0.8985792154409795,1.0,0.9313725490196075,main,15:00:03
2357,2026-06-14,603629,利通电子,152.15,51.69,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate|crowding_or_chase_risk,机构评分 51.7；Alpha 46.0 / 流动性 98.7 / 风控 61.0；涨跌幅 9.22%；成交额 49.54亿；日内收盘位置 91%；振幅 8.78%；拥挤扣分 12.9；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,4953552204.0,49.54,9.225,91.2,8.78,3.02,46.03,98.74,61.05,12.85583980508603,0.11309523809523803,0.9805714285714285,1.0,0.9116925592804591,0.33898817395246994,1.0,0.49943576761540853,main,15:00:00
2358,2026-06-14,600429,三元股份,4.4,51.67,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.7；Alpha 42.5 / 流动性 14.8 / 风控 94.4；涨跌幅 0.69%；成交额 0.53亿；日内收盘位置 67%；振幅 3.43%；拥挤扣分 0.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,53088620.0,0.53,0.686,66.7,3.43,0.23,42.5,14.83,94.41,0.24963594757643803,0.0,0.22,0.015168177142857142,0.6666666666666686,0.9018427074551358,1.0,0.9333333333333337,main,15:00:03
2359,2026-06-14,300247,融捷健康,4.11,51.66,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.7；Alpha 42.8 / 流动性 11.9 / 风控 97.3；涨跌幅 1.23%；成交额 0.45亿；日内收盘位置 64%；振幅 2.71%；拥挤扣分 0.5；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,44692960.0,0.45,1.232,63.6,2.71,0.49,42.8,11.86,97.3,0.537393640841928,0.05155555555555555,0.17561904761904762,0.012769417142857143,0.6363636363636371,0.977962146746175,1.0,0.9272727272727275,chinext,15:36:00
2360,2026-06-14,301118,恒光股份,28.87,51.66,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.7；Alpha 34.6 / 流动性 44.1 / 风控 83.1；涨跌幅 0.24%；成交额 2.65亿；日内收盘位置 51%；振幅 5.94%；拥挤扣分 0.9；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,264734708.0,2.65,0.243,50.9,5.94,-0.87,34.65,44.14,83.07,0.9469696969696999,0.0,0.6382857142857142,0.07563848799999999,0.5087719298245618,0.6381578947368418,1.0,0.9017543859649123,chinext,15:35:15
2361,2026-06-14,003003,天元股份,11.23,51.66,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.7；Alpha 45.2 / 流动性 14.5 / 风控 90.4；涨跌幅 0.09%；成交额 0.52亿；日内收盘位置 72%；振幅 4.46%；拥挤扣分 0.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,52133016.0,0.52,0.089,72.0,4.46,0.0,45.2,14.47,90.36,0.0,0.0,0.21466666666666667,0.014895147428571428,0.7200000000000024,0.7940707383431842,1.0,0.9440000000000005,main,15:00:00
2362,2026-06-14,605268,王力安防,9.88,51.66,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.7；Alpha 46.1 / 流动性 4.9 / 风控 99.0；涨跌幅 0.82%；成交额 0.27亿；日内收盘位置 81%；振幅 2.14%；拥挤扣分 0.7；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,26547970.0,0.27,0.816,81.0,2.14,0.61,46.11,4.86,99.05,0.6679035250463659,0.0,0.07066666666666667,0.007585134285714285,0.8095238095238128,1.0,1.0,0.9619047619047626,main,15:00:04
2363,2026-06-14,002889,东方嘉盛,11.48,51.66,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.7；Alpha 48.3 / 流动性 3.0 / 风控 98.7；涨跌幅 1.59%；成交额 0.21亿；日内收盘位置 73%；振幅 2.30%；拥挤扣分 1.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,20862294.0,0.21,1.593,73.1,2.3,0.88,48.29,2.98,98.65,0.9654062751407899,0.13177777777777777,0.042666666666666665,0.005960655428571429,0.7307692307692313,1.0,1.0,0.9461538461538462,main,15:00:00
2364,2026-06-14,688002,睿创微纳,129.9,51.65,watch,0.0,watch_candidate,low,institutional_score_v3,negative_intraday_return|weak_close_position|alpha_score_gate,机构评分 51.6；Alpha 20.5 / 流动性 74.6 / 风控 79.8；涨跌幅 -0.70%；成交额 15.37亿；日内收盘位置 20%；振幅 3.42%；拥挤扣分 1.9；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,1537259236.0,15.37,-0.696,19.6,3.42,1.75,20.51,74.59,79.84,1.9097789298844186,0.0,0.911047619047619,0.4392169245714286,0.19642857142857087,0.9026510929874193,0.65,0.8392857142857142,star,15:34:59
2365,2026-06-14,000042,中洲控股,8.95,51.65,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.6；Alpha 37.1 / 流动性 19.2 / 风控 97.5；涨跌幅 0.00%；成交额 0.67亿；日内收盘位置 50%；振幅 2.46%；拥挤扣分 0.1；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,67490316.0,0.67,0.0,50.0,2.46,0.11,37.09,19.21,97.5,0.12188928390048748,0.0,0.28514285714285714,0.019282947428571427,0.49999999999999595,1.0,1.0,0.8999999999999992,main,15:00:00
2366,2026-06-14,600284,浦东建设,5.3,51.64,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.6；Alpha 42.1 / 流动性 22.9 / 风控 92.8；涨跌幅 1.92%；成交额 0.83亿；日内收盘位置 53%；振幅 3.65%；拥挤扣分 1.7；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,82665544.0,0.83,1.923,52.6,3.65,1.54,42.06,22.94,92.77,1.6783216783216721,0.20511111111111113,0.3401904761904762,0.023618726857142856,0.5263157894736837,0.8785425101214586,1.0,0.9052631578947368,main,15:00:03
2367,2026-06-14,002392,北京利尔,7.59,51.63,watch,0.0,watch_candidate,low,institutional_score_v3,weak_close_position|alpha_score_gate,机构评分 51.6；Alpha 43.3 / 流动性 37.3 / 风控 77.4；涨跌幅 2.43%；成交额 1.82亿；日内收盘位置 35%；振幅 4.18%；拥挤扣分 1.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,181982202.0,1.82,2.429,35.5,4.18,0.94,43.27,37.33,77.44,1.0305483989694493,0.31755555555555554,0.5462857142857143,0.05199491485714285,0.354838709677418,0.8227857092123027,0.65,0.8709677419354835,main,15:00:00
2368,2026-06-14,300503,昊志机电,78.9,51.61,watch,0.0,watch_candidate,low,institutional_score_v3,negative_intraday_return|weak_close_position|alpha_score_gate,机构评分 51.6；Alpha 29.6 / 流动性 80.4 / 风控 59.3；涨跌幅 -1.14%；成交额 19.87亿；日内收盘位置 34%；振幅 7.72%；拥挤扣分 0.7；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,1986657842.0,19.87,-1.14,34.1,7.72,0.64,29.61,80.41,59.26,0.6971101821371113,0.0,0.9314285714285714,0.5676165262857142,0.3409090909090925,0.4507019961883161,0.65,0.7393069904659937,chinext,15:35:45
2369,2026-06-14,603797,联泰环保,4.19,51.61,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.6；Alpha 50.2 / 流动性 2.8 / 风控 94.8；涨跌幅 1.70%；成交额 0.20亿；日内收盘位置 71%；振幅 3.40%；拥挤扣分 0.5；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,19886774.0,0.2,1.699,71.4,3.4,0.49,50.22,2.76,94.79,0.5295675198587817,0.15533333333333335,0.03942857142857143,0.005681935428571428,0.7142857142857152,0.9054675523760845,1.0,0.9428571428571431,main,15:00:04
2370,2026-06-14,601138,工业富联,70.13,51.6,watch,0.0,watch_candidate,low,institutional_score_v3,weak_close_position|alpha_score_gate,机构评分 51.6；Alpha 9.4 / 流动性 99.6 / 风控 79.9；涨跌幅 0.88%；成交额 104.33亿；日内收盘位置 6%；振幅 3.25%；拥挤扣分 3.8；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,10432761744.0,104.33,0.877,5.8,3.25,3.48,9.36,99.64,79.88,3.797468354430376,0.0,0.9944761904761905,1.0,0.057522123893803165,0.920961783053721,0.65,0.8115044247787606,main,15:00:01
2371,2026-06-14,300087,荃银高科,6.98,51.59,watch,0.0,watch_candidate,low,institutional_score_v3,negative_intraday_return|alpha_score_gate,机构评分 51.6；Alpha 36.0 / 流动性 29.8 / 风控 91.3；涨跌幅 -0.71%；成交额 1.19亿；日内收盘位置 50%；振幅 3.98%；拥挤扣分 0.5；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,118777857.0,1.19,-0.711,50.0,3.98,-0.43,35.95,29.82,91.26,0.4655373076425786,0.0,0.44057142857142856,0.03393653057142857,0.5000000000000016,0.843902073818971,1.0,0.9000000000000004,chinext,15:35:15
2372,2026-06-14,603101,汇嘉时代,6.89,51.58,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.6；Alpha 43.0 / 流动性 13.6 / 风控 96.1；涨跌幅 1.47%；成交额 0.50亿；日内收盘位置 60%；振幅 2.95%；拥挤扣分 0.8；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,49520692.0,0.5,1.473,60.0,2.95,0.74,43.05,13.62,96.12,0.8033203909492539,0.10511111111111113,0.2019047619047619,0.014148769142857143,0.6,0.9531044105108128,1.0,0.9199999999999999,main,15:00:03
2373,2026-06-14,601368,绿城水务,4.41,51.57,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.6；Alpha 50.8 / 流动性 3.3 / 风控 95.0；涨跌幅 1.61%；成交额 0.22亿；日内收盘位置 80%；振幅 3.46%；拥挤扣分 1.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,21969506.0,0.22,1.613,80.0,3.46,0.92,50.78,3.31,94.97,1.005446166736485,0.13622222222222222,0.047619047619047616,0.006277001714285714,0.7999999999999988,0.8993451370361378,1.0,0.9599999999999997,main,15:00:03
2374,2026-06-14,600020,中原高速,3.96,51.55,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.5；Alpha 36.8 / 流动性 20.0 / 风控 97.5；涨跌幅 1.02%；成交额 0.71亿；日内收盘位置 50%；振幅 2.04%；拥挤扣分 0.3；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,70571874.0,0.71,1.02,50.0,2.04,0.26,36.77,19.96,97.5,0.2782931354360021,0.004444444444444449,0.29619047619047617,0.020163392571428573,0.5,1.0,1.0,0.9,main,15:00:03
2375,2026-06-14,300387,富邦科技,7.55,51.55,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.5；Alpha 45.6 / 流动性 13.1 / 风控 92.0；涨跌幅 0.94%；成交额 0.48亿；日内收盘位置 77%；振幅 4.14%；拥挤扣分 0.4；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,47963683.0,0.48,0.936,77.4,4.14,0.4,45.64,13.05,91.95,0.4375303840544382,0.0,0.19333333333333333,0.013703909428571429,0.7741935483870962,0.8269068392907396,1.0,0.9548387096774192,chinext,15:35:45
2376,2026-06-14,300048,合康新能,5.33,51.55,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.5；Alpha 40.5 / 流动性 22.3 / 风控 91.1；涨跌幅 1.52%；成交额 0.80亿；日内收盘位置 48%；振幅 4.00%；拥挤扣分 0.4；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,80251543.0,0.8,1.524,47.6,4.0,0.38,40.52,22.31,91.07,0.4155844155844042,0.11644444444444445,0.33085714285714285,0.022929012285714288,0.47619047619047455,0.8421052631578948,1.0,0.8952380952380949,chinext,15:36:00
2377,2026-06-14,920351,华光源海,13.1,51.54,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.5；Alpha 58.7 / 流动性 2.0 / 风控 85.6；涨跌幅 2.75%；成交额 0.16亿；日内收盘位置 70%；振幅 5.57%；拥挤扣分 1.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,15636799.0,0.16,2.745,70.4,5.57,0.94,58.68,2.04,85.6,1.0267379679144253,0.3877777777777778,0.02895238095238095,0.004467656857142857,0.7042253521126752,0.6769865841073264,1.0,0.9408450704225351,beijing,15:30:02
2378,2026-06-14,920433,大唐药业,4.67,51.54,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.5；Alpha 49.0 / 流动性 0.1 / 风控 96.7；涨跌幅 1.74%；成交额 0.03亿；日内收盘位置 62%；振幅 2.83%；拥挤扣分 0.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,3480326.0,0.03,1.743,61.5,2.83,0.0,48.97,0.15,96.68,0.0,0.16511111111111113,0.0017142857142857142,0.0009943788571428573,0.6153846153846164,0.9650269464510953,1.0,0.9230769230769232,beijing,15:30:02
2379,2026-06-14,002676,顺威股份,5.63,51.53,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.5；Alpha 39.1 / 流动性 24.6 / 风控 96.5；涨跌幅 1.44%；成交额 0.89亿；日内收盘位置 62%；振幅 2.88%；拥挤扣分 2.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,89479539.0,0.89,1.441,62.5,2.88,1.98,39.08,24.6,96.51,2.162162162162164,0.09800000000000002,0.3647619047619048,0.02556558257142857,0.6249999999999972,0.9596965386439068,1.0,0.9249999999999994,main,15:00:00
2380,2026-06-14,300067,安诺其,5.24,51.52,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.5；Alpha 34.0 / 流动性 40.4 / 风控 90.1；涨跌幅 1.35%；成交额 2.15亿；日内收盘位置 50%；振幅 4.26%；拥挤扣分 2.1；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,214639698.0,2.15,1.354,50.0,4.26,1.93,34.01,40.43,90.11,2.1100756110427277,0.07866666666666669,0.588952380952381,0.061325628,0.500000000000002,0.8152295632698774,1.0,0.9000000000000004,chinext,15:35:15
2381,2026-06-14,300569,天能重工,4.87,51.52,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.5；Alpha 37.2 / 流动性 24.9 / 风控 95.5；涨跌幅 0.83%；成交额 0.91亿；日内收盘位置 60%；振幅 3.11%；拥挤扣分 1.1；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,91007079.0,0.91,0.828,60.0,3.11,1.04,37.24,24.88,95.45,1.1293054771315618,0.0,0.36876190476190474,0.02600202257142857,0.6000000000000012,0.9362536776724432,1.0,0.9200000000000003,chinext,15:35:30
2382,2026-06-14,000422,湖北宜化,13.65,51.51,watch,0.0,watch_candidate,low,institutional_score_v3,negative_intraday_return|alpha_score_gate,机构评分 51.5；Alpha 25.8 / 流动性 62.1 / 风控 89.8；涨跌幅 -2.92%；成交额 7.84亿；日内收盘位置 56%；振幅 4.41%；拥挤扣分 4.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,783846840.0,7.84,-2.916,56.5,4.41,-3.84,25.79,62.07,89.78,4.189835768783149,0.0,0.8342857142857143,0.22395624,0.5645161290322582,0.7989818072920573,1.0,0.9129032258064517,main,15:00:00
2383,2026-06-14,002599,盛通股份,5.88,51.51,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.5；Alpha 43.6 / 流动性 13.8 / 风控 96.1；涨跌幅 1.21%；成交额 0.50亿；日内收盘位置 72%；振幅 3.10%；拥挤扣分 1.1；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,50098688.0,0.5,1.205,72.2,3.1,1.03,43.57,13.81,96.09,1.1265842591143869,0.04555555555555557,0.20476190476190476,0.014313910857142858,0.7222222222222228,0.937041398677417,1.0,0.9444444444444445,main,15:00:00
2384,2026-06-14,000822,山东海化,4.61,51.5,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.5；Alpha 43.6 / 流动性 20.4 / 风控 87.9；涨跌幅 0.44%；成交额 0.72亿；日内收盘位置 70%；振幅 5.01%；拥挤扣分 0.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,72200253.0,0.72,0.436,69.6,5.01,-0.22,43.56,20.44,87.91,0.2376708259061111,0.0,0.30342857142857144,0.020628643714285716,0.6956521739130455,0.7356954477697522,1.0,0.939130434782609,main,15:00:00
2385,2026-06-14,300827,上能电气,30.23,51.47,watch,0.0,watch_candidate,low,institutional_score_v3,weak_close_position|alpha_score_gate,机构评分 51.5；Alpha 30.8 / 流动性 54.6 / 风控 81.1；涨跌幅 1.34%；成交额 5.01亿；日内收盘位置 36%；振幅 3.32%；拥挤扣分 1.6；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,500670072.0,5.01,1.341,36.4,3.32,1.48,30.77,54.6,81.12,1.6091183372443836,0.07577777777777778,0.7630476190476191,0.143048592,0.36363636363636365,0.9138098346772064,0.65,0.8727272727272727,chinext,15:35:45
2386,2026-06-14,300288,朗玛信息,9.7,51.46,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.5；Alpha 45.1 / 流动性 11.7 / 风控 97.1；涨跌幅 1.89%；成交额 0.44亿；日内收盘位置 62%；振幅 2.73%；拥挤扣分 1.6；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,44320084.0,0.44,1.891,61.5,2.73,1.47,45.1,11.72,97.1,1.6042780748663286,0.198,0.17352380952380952,0.012662881142857142,0.6153846153846122,0.9756744803184414,1.0,0.9230769230769225,chinext,15:35:15
2387,2026-06-14,300438,鹏辉能源,75.18,51.45,watch,0.0,watch_candidate,low,institutional_score_v3,high_intraday_amplitude|risk_score_gate|alpha_score_gate,机构评分 51.5；Alpha 63.2 / 流动性 89.2 / 风控 32.8；涨跌幅 7.57%；成交额 27.29亿；日内收盘位置 66%；振幅 13.42%；拥挤扣分 8.8；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,2728774990.0,27.29,7.569,65.9,13.42,0.73,63.24,89.23,32.77,8.796056140168327,0.5073809523809523,0.952952380952381,0.7796499971428572,0.6588486140724957,0.0,0.6,0.47079245008722637,chinext,15:35:45
2388,2026-06-14,000880,潍柴重机,24.5,51.45,watch,0.0,watch_candidate,low,institutional_score_v3,weak_close_position|alpha_score_gate,机构评分 51.5；Alpha 36.5 / 流动性 50.1 / 风控 78.2；涨跌幅 2.08%；成交额 3.80亿；日内收盘位置 34%；振幅 4.00%；拥挤扣分 1.9；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,379548852.0,3.8,2.083,34.4,4.0,1.75,36.5,50.08,78.15,1.9090909090909167,0.2406666666666667,0.712,0.10844252914285715,0.34374999999999917,0.8421052631578959,0.65,0.8687499999999998,main,15:00:00
2389,2026-06-14,002480,新筑股份,5.59,51.45,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.5；Alpha 42.8 / 流动性 13.6 / 风控 93.6；涨跌幅 0.54%；成交额 0.49亿；日内收盘位置 65%；振幅 3.60%；拥挤扣分 0.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,49432037.0,0.49,0.54,65.0,3.6,0.0,42.75,13.58,93.63,0.0,0.0,0.20133333333333334,0.014123439142857143,0.6499999999999989,0.8845134418780761,1.0,0.9299999999999998,main,15:00:00
2390,2026-06-14,920039,国义招标,7.92,51.43,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.4；Alpha 49.8 / 流动性 0.3 / 风控 97.3；涨跌幅 1.67%；成交额 0.05亿；日内收盘位置 73%；振幅 2.82%；拥挤扣分 0.7；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,4894181.0,0.05,1.669,72.7,2.82,0.64,49.81,0.31,97.27,0.7001983895437098,0.14866666666666667,0.004,0.0013983374285714287,0.7272727272727258,0.9658806837375844,1.0,0.9454545454545452,beijing,15:30:02
2391,2026-06-14,002427,尤夫股份,4.43,51.43,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 51.4；Alpha 41.0 / 流动性 17.6 / 风控 93.3；涨跌幅 0.91%；成交额 0.62亿；日内收盘位置 62%；振幅 3.64%；拥挤扣分 0.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,62022039.0,0.62,0.911,62.5,3.64,-0.23,41.05,17.62,93.31,0.24849865396562398,0.0,0.26152380952380955,0.01772058257142857,0.6249999999999972,0.8795108500179831,1.0,0.9249999999999994,main,15:00:00
